Epsilon,Unnamed: 1,Epsilon Adjusted
0.2180707286798874,,1.0
0.1343739344623501,,1.0
0.6595716780109626,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.314406150456026,,1.0
1.0,,1.0
0.4214779627995972,,1.0
0.5502166788892058,,1.0
1.0,,1.0
1.0,,1.0
0.7049101442188309,,1.0
1.0,,1.0
0.9881785049197384,,1.0
1.0,,1.0
0.9809085182393056,,1.0
0.5937451803006012,,1.0
1.0,,1.0
0.3857435341777176,,1.0
0.4716248948132296,,1.0
1.0,,1.0
0.7422381021532888,,1.0
0.606379224964358,,1.0
1.0,,1.0
0.4045267245565483,,1.0
0.3305516399539219,,1.0
0.4927620047856029,,1.0
0.2298844837757465,,1.0
0.604212190621979,,1.0
0.4827363657634089,,1.0
0.6550839763265833,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.3299127042524872,,1.0
0.9853857329254356,,1.0
0.973716780740788,,1.0
0.5821326949809453,,1.0
1.0,,1.0
0.4865011131258681,,1.0
1.0,,1.0
0.1973131862041663,,1.0
1.0,,1.0
0.5767901804553791,,1.0
1.0,,1.0
1.0,,1.0
0.989935432931289,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.4811697178180153,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.1552834879924597,,1.0
0.4933391550446659,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.583657656573292,,1.0
0.7508710663108769,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.565969395125352,,1.0
0.4565993451358519,,1.0
1.0,,1.0
0.4547874140462437,,1.0
0.0506800353251288,,1.0
0.31821170659721,,1.0
0.661148386530942,,1.0
1.0,,1.0
0.6544485036752303,,1.0
0.4923394750512637,,1.0
0.5224960990256282,,1.0
1.0,,1.0
1.0,,1.0
0.5658882107443175,,1.0
0.2704754200515669,,1.0
1.0,,1.0
1.0,,1.0
0.3336969768555533,,1.0
0.6225457580940861,,1.0
0.188716137002397,,1.0
0.1735644468987612,,1.0
1.0,,1.0
0.5255520887647257,,1.0
0.2807067593013376,,1.0
0.3307758875201795,,1.0
0.3714754979727226,,1.0
0.6627116461833046,,1.0
0.6459594962673348,,1.0
0.6236431959983879,,1.0
0.389605291776453,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.6639557595433584,,1.0
0.5154563472976502,,1.0
1.0,,1.0
0.5498724222677749,,1.0
0.3555752275649169,,1.0
1.0,,1.0
1.0,,1.0
0.3508270785806823,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.5286597021271482,,1.0
0.5312706926174787,,1.0
0.5973813969054002,,1.0
1.0,,1.0
1.0,,1.0
0.5464603685530631,,1.0
0.6408253540475249,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.3805106784065138,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.4431503608344127,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.6928957454794846,,1.0
0.5844086309867121,,1.0
0.3056562657147854,,1.0
0.7780635546267608,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.6825462604338555,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.5354927771499938,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.7495982751952355,,1.0
0.6678223723621208,,1.0
1.0,,1.0
0.68601844546199,,1.0
0.2332722734603347,,1.0
0.5454573633582788,,1.0
1.0,,1.0
0.3611559786701112,,1.0
0.7331800718586787,,1.0
0.1232985602503567,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.397372802853738,,1.0
0.5025591457222621,,1.0
0.4597343247477629,,1.0
0.6354940313354612,,1.0
0.5836066489336901,,1.0
0.5351587263850929,,1.0
0.4474602678141358,,1.0
0.4635808076803776,,1.0
0.5475019282706817,,1.0
0.5753867453490932,,1.0
1.0,,1.0
0.2212009852572593,,1.0
1.0,,1.0
0.3406693018933837,,1.0
1.0,,1.0
1.0,,1.0
0.3764109882745292,,1.0
0.2215820269531722,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.675608848712481,,1.0
1.0,,1.0
0.3931010419828546,,1.0
1.0,,1.0
0.5751290811872739,,1.0
0.2367109236169011,,1.0
1.0,,1.0
0.3551910090683605,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.3039770780631545,,1.0
1.0,,1.0
1.0,,1.0
0.9612146847339932,,1.0
0.6634917976792154,,1.0
0.5852094827982929,,1.0
0.758588413405002,,1.0
0.4773042206789188,,1.0
1.0,,1.0
1.0,,1.0
0.5877415069020145,,1.0
0.5918519914977163,,1.0
0.4394705122210547,,1.0
1.0,,1.0
1.0,,1.0
0.3839892048612763,,1.0
1.0,,1.0
0.3819344234903842,,1.0
1.0,,1.0
0.5986767668566398,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.4163883801670499,,1.0
0.2431984511687249,,1.0
1.0,,1.0
1.0,,1.0
0.500559028159155,,1.0
1.0,,1.0
0.1490280597537827,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.9885231878008304,,1.0
0.5236107305990176,,1.0
0.7586380713505082,,1.0
1.0,,1.0
1.0,,1.0
0.5028083436568769,,1.0
1.0,,1.0
1.0,,1.0
0.4124573925788009,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.461857105912225,,1.0
1.0,,1.0
1.0,,1.0
0.557346231645918,,1.0
1.0,,1.0
0.458253724473536,,1.0
1.0,,1.0
0.3889404310175594,,1.0
0.4825589675486379,,1.0
0.6535337638561409,,1.0
1.0,,1.0
0.3311300537538204,,1.0
1.0,,1.0
1.0,,1.0
0.7366835959521051,,1.0
1.0,,1.0
1.0,,1.0
0.5093477043034234,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.3049032814021021,,1.0
0.4395562454136791,,1.0
0.9936693448361776,,1.0
1.0,,1.0
1.0,,1.0
0.3321176945641539,,1.0
0.5804753688604348,,1.0
1.0,,1.0
0.4151795840599422,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.5107288701900026,,1.0
0.24637720627436,,1.0
1.0,,1.0
0.48913471398127,,1.0
1.0,,1.0
0.4043047465252549,,1.0
0.5584287020019032,,1.0
1.0,,1.0
0.1463234447896843,,1.0
0.4820588901248479,,1.0
1.0,,1.0
0.2450644738933113,,1.0
0.6858734414058926,,1.0
0.4602014267239738,,1.0
0.456322490542792,,1.0
0.579166932506255,,1.0
0.2991903012389299,,1.0
0.4534862292989512,,1.0
1.0,,1.0
0.6878916070772366,,1.0
1.0,,1.0
0.4655694688274712,,1.0
1.0,,1.0
0.7491003992242898,,1.0
1.0,,1.0
1.0,,1.0
0.2705548290511377,,1.0
1.0,,1.0
0.4340649157169804,,1.0
1.0,,1.0
1.0,,1.0
0.5265312949401172,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.5447294780184051,,1.0
1.0,,1.0
0.4166451942885914,,1.0
0.452111442898991,,1.0
1.0,,1.0
0.3400933149243474,,1.0
1.0,,1.0
0.3718405471035909,,1.0
0.4153420720184138,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.6350361925392424,,1.0
0.9898684802631016,,1.0
1.0,,1.0
1.0,,1.0
0.4340107526895319,,1.0
0.3318589166492681,,1.0
0.736837389029067,,1.0
1.0,,1.0
0.6030064151751353,,1.0
0.4976757810717184,,1.0
1.0,,1.0
0.7075668420924864,,1.0
1.0,,1.0
1.0,,1.0
0.6671070567924936,,1.0
0.0099755636861965,,1.0
1.0,,1.0
0.6240259768161491,,1.0
1.0,,1.0
1.0,,1.0
0.1803546509036101,,1.0
1.0,,1.0
0.4855155202202756,,1.0
1.0,,1.0
0.5521954817698594,,1.0
0.7319611998694845,,1.0
0.5333234701383182,,1.0
0.5472021395577636,,1.0
0.5681934791038271,,1.0
1.0,,1.0
1.0,,1.0
0.7241173850534265,,1.0
1.0,,1.0
0.1322135070941423,,1.0
0.679974494969279,,1.0
0.9507527274714312,,1.0
0.6543065617154806,,1.0
1.0,,1.0
0.4815591831441097,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.4562173136373815,,1.0
0.4705915388183899,,1.0
0.5861259166669844,,1.0
1.0,,1.0
1.0,,1.0
0.2920484097182398,,1.0
0.3156232924861634,,1.0
0.1793136539587915,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.4510361300505479,,1.0
1.0,,1.0
1.0,,1.0
0.3089587312856659,,1.0
0.4173340100577051,,1.0
1.0,,1.0
0.4171098713788561,,1.0
1.0,,1.0
0.5285254248761717,,1.0
0.2498157514222118,,1.0
0.9647040795987392,,1.0
1.0,,1.0
1.0,,1.0
0.4136806127718037,,1.0
1.0,,1.0
0.5543529951634547,,1.0
0.4829715224511466,,1.0
0.7188953526655576,,1.0
0.4461345578973965,,1.0
0.4568079316608464,,1.0
0.9420889841105644,,1.0
0.3613691605237702,,1.0
1.0,,1.0
0.3159878771183315,,1.0
1.0,,1.0
1.0,,1.0
0.6524330428949843,,1.0
1.0,,1.0
0.557772697362986,,1.0
0.3623046830963417,,1.0
0.6197021091129199,,1.0
1.0,,1.0
1.0,,1.0
0.5960032658152828,,1.0
1.0,,1.0
0.9533396353509248,,1.0
1.0,,1.0
0.5172792837442747,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.9989197844903064,,1.0
0.6850975649923989,,1.0
0.7025393216510172,,1.0
0.4815987689649279,,1.0
0.4093290802754693,,1.0
0.5632761718892324,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.4503561795240445,,1.0
0.5092930694760669,,1.0
1.0,,1.0
1.0,,1.0
0.6886202900900018,,1.0
0.6625495396837746,,1.0
0.6632424520413156,,1.0
0.1300927900736815,,1.0
0.4522289665866527,,1.0
0.3349901806487714,,1.0
1.0,,1.0
0.6095537749451595,,1.0
0.7000744679379275,,1.0
0.1921997731591839,,1.0
0.0355862420932308,,1.0
1.0,,1.0
0.7101098315751784,,1.0
1.0,,1.0
0.7306589845382357,,1.0
0.9489625673549188,,1.0
0.4081789131823938,,1.0
0.3408455640809653,,1.0
1.0,,1.0
0.9933950628585442,,1.0
0.5487372417352804,,1.0
0.1732698699869518,,1.0
1.0,,1.0
1.0,,1.0
0.4865208740840999,,1.0
0.4093273273243814,,1.0
1.0,,1.0
0.7143139695915819,,1.0
1.0,,1.0
0.6064162116416214,,1.0
0.1721915883410767,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.7259413388601748,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.4725736041793251,,1.0
1.0,,1.0
0.5299538554558523,,1.0
1.0,,1.0
1.0,,1.0
0.4843732337926374,,1.0
0.4307621365037031,,1.0
1.0,,1.0
0.634855800517631,,1.0
0.3979088642894579,,1.0
0.1632693720796569,,1.0
0.981280412773718,,1.0
1.0,,1.0
0.7498165230142011,,1.0
0.6465027471367583,,1.0
1.0,,1.0
0.5245468972764468,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.6492694713343196,,1.0
0.1584858691621496,,1.0
1.0,,1.0
1.0,,1.0
0.7576809369624298,,1.0
0.5403090897022705,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.963940240953462,,1.0
0.4850830464836179,,1.0
1.0,,1.0
1.0,,1.0
0.6819186087815613,,1.0
0.1696416598159438,,1.0
0.477420444377403,,1.0
0.2694525139212002,,1.0
1.0,,1.0
1.0,,1.0
0.5031176229465417,,1.0
0.5264190390999813,,1.0
0.2175430736170774,,1.0
1.0,,1.0
0.1775445960898703,,1.0
1.0,,1.0
0.6071126105152062,,1.0
0.5083411311629727,,1.0
0.1084550978792479,,1.0
1.0,,1.0
0.401058408548959,,1.0
1.0,,1.0
0.2184766528728609,,1.0
0.3087851978111002,,1.0
1.0,,1.0
1.0,,1.0
0.3341995635271211,,1.0
0.7616220771358305,,1.0
0.716324484603482,,1.0
0.3820455451332408,,1.0
0.4968380220345847,,1.0
1.0,,1.0
0.7085708548644462,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.5605779761361105,,1.0
0.9641771747285436,,1.0
0.7632572747129507,,1.0
0.4526618114502235,,1.0
0.7287635035094969,,1.0
1.0,,1.0
1.0,,1.0
0.2448859798694817,,1.0
0.3421673362091844,,1.0
1.0,,1.0
0.534237749576486,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.4978067847422869,,1.0
0.379980869778134,,1.0
0.3948530236809402,,1.0
0.51414304279179,,1.0
0.4104509267245231,,1.0
0.3090618507463077,,1.0
1.0,,1.0
1.0,,1.0
0.9789124646783568,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.5165618010191104,,1.0
1.0,,1.0
0.5653064468097154,,1.0
0.2346085765391737,,1.0
1.0,,1.0
0.9990956264761908,,1.0
0.5331721641188637,,1.0
0.529137510997489,,1.0
1.0,,1.0
0.5612685752485714,,1.0
0.7152228986954521,,1.0
1.0,,1.0
0.1815467916527242,,1.0
0.4920235171201124,,1.0
0.6616384845265603,,1.0
1.0,,1.0
1.0,,1.0
0.5737586971727563,,1.0
1.0,,1.0
0.0922339599780096,,1.0
1.0,,1.0
0.5863496650149067,,1.0
0.7458699165665551,,1.0
1.0,,1.0
1.0,,1.0
0.3303848251300885,,1.0
1.0,,1.0
1.0,,1.0
0.3642916214156157,,1.0
1.0,,1.0
0.5243926953016894,,1.0
1.0,,1.0
0.5164846379510005,,1.0
0.5032369791862006,,1.0
1.0,,1.0
0.7225864110771179,,1.0
0.3129375572233441,,1.0
1.0,,1.0
1.0,,1.0
0.526375847331471,,1.0
0.2452029576542696,,1.0
0.3669853898336619,,1.0
0.0589325999502204,,1.0
0.3849140936071549,,1.0
0.4333265651757579,,1.0
0.9685301828172876,,1.0
0.611505192457828,,1.0
0.4834530609643475,,1.0
0.4885874766513667,,1.0
1.0,,1.0
0.0689564839325456,,1.0
1.0,,1.0
1.0,,1.0
0.6683828592663158,,1.0
0.45568270125731,,1.0
0.4921115864359035,,1.0
1.0,,1.0
1.0,,1.0
0.43090206378455,,1.0
1.0,,1.0
1.0,,1.0
0.5074716793126915,,1.0
0.6040964001185289,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.5541045525800239,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.7342453320229202,,1.0
0.5966087311572948,,1.0
0.1134155264232461,,1.0
1.0,,1.0
1.0,,1.0
0.6235104151217745,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.5585063089129144,,1.0
0.6630975489384945,,1.0
0.516886556101231,,1.0
0.5882525754551681,,1.0
0.9764314759469356,,1.0
1.0,,1.0
0.5833341399964647,,1.0
0.2043404005347222,,1.0
0.3326400402538386,,1.0
1.0,,1.0
0.2854165795993564,,1.0
0.3353204968502202,,1.0
0.6151151134078365,,1.0
0.5163950300768189,,1.0
1.0,,1.0
0.5742141805867678,,1.0
0.9928325825455872,,1.0
1.0,,1.0
0.2133709131489096,,1.0
1.0,,1.0
0.526574422861649,,1.0
1.0,,1.0
0.6087092133015378,,1.0
0.772174822372419,,1.0
0.4082819172130812,,1.0
0.4790612943880889,,1.0
0.2534774166805356,,1.0
0.6849395303487174,,1.0
1.0,,1.0
0.367147756379585,,1.0
0.5578463359006872,,1.0
0.7316989565966889,,1.0
0.485146883839583,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.597671260381152,,1.0
0.9892469236516002,,1.0
1.0,,1.0
0.562765856495488,,1.0
1.0,,1.0
0.2909617017284315,,1.0
0.2409041894562835,,1.0
1.0,,1.0
0.586001826761959,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.9588871545532336,,1.0
0.4359569497150147,,1.0
0.3575928978850584,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.3524217026927879,,1.0
0.619371713038451,,1.0
0.4218621654439595,,1.0
0.6697467181269084,,1.0
0.7370496808679943,,1.0
0.5361264829010606,,1.0
0.531334252668236,,1.0
1.0,,1.0
0.6859991049712596,,1.0
1.0,,1.0
0.9458581101046756,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.6339687256199427,,1.0
1.0,,1.0
0.4605060125884334,,1.0
0.5853453434470421,,1.0
0.7296885757286345,,1.0
1.0,,1.0
0.9985258661503492,,1.0
1.0,,1.0
1.0,,1.0
0.4816979892175813,,1.0
0.5248531390107131,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.2656599916565052,,1.0
0.3576117487250119,,1.0
0.321387145883797,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.5630696197228768,,1.0
1.0,,1.0
1.0,,1.0
0.6599600877568801,,1.0
0.7586890497786962,,1.0
1.0,,1.0
1.0,,1.0
0.676274328556311,,1.0
1.0,,1.0
0.7213084920359755,,1.0
1.0,,1.0
0.7508602738908299,,1.0
0.3803259989814264,,1.0
1.0,,1.0
0.6813198005009857,,1.0
0.687740365043303,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.6576791138506836,,1.0
0.4447052118241973,,1.0
1.0,,1.0
1.0,,1.0
0.5477645195433628,,1.0
0.4739115379074459,,1.0
0.2056474991478911,,1.0
0.3367752174796881,,1.0
1.0,,1.0
0.5876604667710308,,1.0
0.5121887452549251,,1.0
1.0,,1.0
0.5905708319357571,,1.0
0.4343440415803735,,1.0
0.709418912652807,,1.0
0.3364697713592754,,1.0
1.0,,1.0
1.0,,1.0
0.4267338093994283,,1.0
0.2202496749012776,,1.0
1.0,,1.0
0.2396606211453651,,1.0
0.7065988999240691,,1.0
1.0,,1.0
0.6741136807299553,,1.0
0.4737138075804505,,1.0
0.2412827962230941,,1.0
0.573529786122478,,1.0
1.0,,1.0
1.0,,1.0
0.496437560443684,,1.0
0.5524760411509183,,1.0
0.9880232726317772,,1.0
0.5793514807134634,,1.0
1.0,,1.0
0.5012558572350765,,1.0
0.6406364146552322,,1.0
1.0,,1.0
0.5614608178762579,,1.0
0.5666435560560307,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.5460107530066798,,1.0
0.7415658747792436,,1.0
1.0,,1.0
0.4124568312754861,,1.0
0.5159210118591661,,1.0
0.4166418823049536,,1.0
0.6613874764704899,,1.0
1.0,,1.0
0.2851999065123846,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.4747541698125865,,1.0
0.6728956707176059,,1.0
1.0,,1.0
0.7048103779824687,,1.0
1.0,,1.0
1.0,,1.0
0.4866448474293644,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.1947314686699423,,1.0
0.3887775984999321,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.3434296381951134,,1.0
1.0,,1.0
0.4055775547729586,,1.0
1.0,,1.0
0.1661806252056268,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.4596943538754118,,1.0
0.425271321888421,,1.0
1.0,,1.0
1.0,,1.0
0.765286888265922,,1.0
1.0,,1.0
1.0,,1.0
0.5259273289772476,,1.0
1.0,,1.0
1.0,,1.0
0.7010645680754546,,1.0
1.0,,1.0
1.0,,1.0
0.2706234419142758,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.1438422081350935,,1.0
1.0,,1.0
0.4025946995941011,,1.0
1.0,,1.0
1.0,,1.0
0.6066340342428227,,1.0
1.0,,1.0
1.0,,1.0
0.6382034208943803,,1.0
0.5639901599488525,,1.0
0.2428250716372754,,1.0
0.4221776914914877,,1.0
0.6296756721757953,,1.0
0.9669113694924382,,1.0
0.5911417915170849,,1.0
0.5765388637287503,,1.0
0.5289938723434171,,1.0
0.5726327089853886,,1.0
1.0,,1.0
0.5515987950457377,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.323872642806791,,1.0
1.0,,1.0
0.7216745825700672,,1.0
1.0,,1.0
0.4370110345205035,,1.0
0.4456742345136397,,1.0
0.5076880340845096,,1.0
0.6603061354490977,,1.0
0.7614666004265475,,1.0
1.0,,1.0
1.0,,1.0
0.5596921850603188,,1.0
0.3690417672239245,,1.0
0.6018345983918816,,1.0
0.3870634946018339,,1.0
0.6000412767171971,,1.0
0.2444416884853645,,1.0
0.642059566098925,,1.0
0.4460527875420942,,1.0
0.5400536211724557,,1.0
0.3638196380022271,,1.0
0.9470410183335704,,1.0
0.7874913411386207,,1.0
0.202810837142628,,1.0
0.5582913687663292,,1.0
1.0,,1.0
1.0,,1.0
0.14354699587908,,1.0
1.0,,1.0
0.5972295399783597,,1.0
0.2269046232501091,,1.0
1.0,,1.0
0.4095429957535808,,1.0
1.0,,1.0
0.7279040197938174,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.4056770296847287,,1.0
0.3280196595515967,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.7051620098196176,,1.0
0.1945398631460764,,1.0
0.4915243818384832,,1.0
0.673947989109957,,1.0
0.2323078720349163,,1.0
1.0,,1.0
0.4083980829654617,,1.0
0.4033505987365549,,1.0
0.3414013382948116,,1.0
1.0,,1.0
0.6456582940931374,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
1.0,,1.0
0.4997875167277643,,1.0
0.6141673138575922,,1.0
1.0,,1.0
1.0,,1.0
0.1835968121553088,,1.0
0.1825397506854886,,1.0
0.2830166489874468,,1.0
0.4298074492754145,,1.0
1.0,,1.0
1.0,,1.0
0.4919277048508126,,1.0
0.7380106166774335,,1.0
1.0,,1.0
1.0,,1.0
0.3142590702231304,,1.0
0.585153683569936,,1.0
0.2352719736348253,,1.0
0.6249850574983556,,1.0
0.6789534628408835,,1.0
0.4137793926075484,,1.0
0.5303304393853574,,1.0
0.56198280119189,,1.0
1.0,,1.0
0.4611097809700001,,1.0
1.0,,1.0
